strain_id,strain_name,strain_description,parents,background,mat,genotype,allele_id,gene_id,freezer,shelf,rack,pullout,insert,row,column,owner,date,publications,tags,strain_notes,warnings,filemaker
J1756,rad51,rad51::KanMX in W9100,W9100-17D,W303,a,"leu2-3,112 his3-11,15 ura3-1 lys2∆ RAD5",S000000897-KanMX,S000000897,-80C #2,8,1,4,2,7,2,Ivana Sunjevaric,2015-02-05,-,-,-,,TRUE
J1757,,,,,,,,,,,,,,,,,,,,,,
J1758,,,,,,,,,,,,,,,,,,,,,,
J1759,,,,,,,,,,,,,,,,,,,,,,
J1760,,,,,,,,,,,,,,,,,,,,,,
J1761,rad51,rad51::HphMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rad51::HphMX,S000000897-HphMX,S000000897,-80C #2,,,,,,,,,,SGA-Query-HPH,,,
J1762,rad52,rad52::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rad52::NatMX,S000004494-NatMX,S000004494,-80C #2,8,4,4,2,2,3,Ivana Sunjevaric,2015-04-01,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1763,,,,,,,,,,,,,,,,,,,,,,
J1764,,,,,,,,,,,,,,,,,,,,,,
J1765,,,,,,,,,,,,,,,,,,,,,,
J1766,sgs1,sgs1::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 sgs1::KanMX,S000004802-KanMX,S000004802,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1767,sgs1,sgs1::NatMX in SGA Query Background,J1766,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 sgs1::NatMX,S000004802-NatMX,S000004802,-80C #2,,,,,,,,,,SGA-Query-NAT & Project-Cisplatin,,,
J1768,esc2,esc2::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 esc2::KanMX,S000002771-KanMX,S000002771,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1769,esc2,esc2::NatMX in SGA Query Background,J1768,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 esc2::NatMX,S000002771-NatMX,S000002771,-80C #2,,,,,,,,,,SGA-Query-NAT & Project-Cisplatin,,,
J1770,rrm3,rrm3::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rrm3::KanMX,S000001073-KanMX,S000001073,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1771,rrm3,rrm3::NatMX in SGA Query Background,J1770,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rrm3::NatMX,S000001073-NatMX,S000001073,-80C #2,8,4,4,2,3,2,Antoine Canat,2015-05-28,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1772,dcc1,dcc1::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 dcc1::KanMX,S000000521-KanMX,S000000521,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1773,rad27,rad27::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rad27::KanMX,S000001596-KanMX,S000001596,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1774,rad27,rad27::NatMX in SGA Query Background,J1773,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rad27::NatMX,S000001596-NatMX,S000001596,-80C #2,8,4,4,2,3,5,Antoine Canat,2015-05-28,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1775,rtt101,rtt101::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rtt101::KanMX,S000003583-KanMX,S000003583,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1776,rtt101,rtt101::NatMX in SGA Query Background,J1775,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rtt101::NatMX,S000003583-NatMX,S000003583,-80C #2,8,4,4,2,3,7,Antoine Canat,2015-05-28,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1777,asf1,asf1::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 asf1::KanMX,S000003651-KanMX,S000003651,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1778,asf1,asf1::NatMX in SGA Query Background,J1777,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 asf1::NatMX,S000003651-NatMX,S000003651,-80C #2,,,,,,,,,,SGA-Query-NAT & Project-Cisplatin,,,
J1779,pol32,pol32::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 pol32::KanMX,S000003804-KanMX,S000003804,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1780,pso2,pso2::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 pso2::KanMX,S000004745-KanMX,S000004745,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1781,pso2,pso2::NatMX in SGA Query Background,J1780,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 pso2::NatMX,S000004745-NatMX,S000004745,-80C #2,8,4,4,2,4,4,Antoine Canat,2015-05-28,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal. Need to get Distal primers.,TRUE
J1782,mph1,mph1::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 mph1::KanMX,S000001441-KanMX,S000001441,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1783,mph1,mph1::NatMX in SGA Query Background,J1782,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 mph1::NatMX,S000001441-NatMX,S000001441,-80C #2,8,4,4,2,4,6,Antoine Canat,2015-05-28,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1784,srs2,srs2::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 srs2::KanMX,S000003628-KanMX,S000003628,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1785,srs2,srs2::NatMX in SGA Query Background,J1784,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 srs2::NatMX,S000003628-NatMX,S000003628,-80C #2,8,4,4,2,4,8,Antoine Canat,2015-05-28,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal. Need to get Distal primers.,TRUE
J1786,dia2,dia2::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 dia2::KanMX,S000005606-KanMX,S000005606,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1787,dia2,dia2::NatMX in SGA Query Background,J1786,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 dia2::NatMX,S000005606-NatMX,S000005606,-80C #2,,,,,,,,,,SGA-Query-NAT & Project-Cisplatin,,,
J1788,pif1,pif1::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 pif1::KanMX,S000004526-KanMX,S000004526,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1789,pif1,pif1::NatMX in SGA Query Background,J1788,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 pif1::NatMX,S000004526-NatMX,S000004526,-80C #2,8,4,4,2,5,4,Antoine Canat,2015-05-28,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1790,,,,,,,,,,,,,,,,,,,,,,
J1791,,,,,,,,,,,,,,,,,,,,,,
J1792,,,,,,,,,,,,,,,,,,,,,,
J1793,,,,,,,,,,,,,,,,,,,,,,
J1794,,,,,,,,,,,,,,,,,,,,,,
J1795,,,,,,,,,,,,,,,,,,,,,,
J1796,,,,,,,,,,,,,,,,,,,,,,
J1797,,,,,,,,,,,,,,,,,,,,,,
J1798,,,,,,,,,,,,,,,,,,,,,,
J1799,,,,,,,,,,,,,,,,,,,,,,
J1800,,,,,,,,,,,,,,,,,,,,,,
J1801,leu2,leu2::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 leu2::NatMX,S000000523-NatMX,S000000523,-80C #2,8,4,4,2,5,6,Ivana Sunjevaric,2016-02-02,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal. Need to get Distal primers from Ivana.,TRUE
J1802,,,,,,,,,,,,,,,,,,,,,,
J1803,,,,,,,,,,,,,,,,,,,,,,
J1804,"pol30-K127R,K164R",PCNA ubiquitination site mutant,W11194-1B,W303/DH5,a,"MATa pol30-RR-KanMX TRP1 lys2 ADE2 ura3-1 leu2-3,112 his3-11,15 can1 RAD5","S000000292-K127R,K164R",S000000292,-80C #2,,,,,,,,,,,"KanMX inserted next to pol30-K127R,K164R between NHP6B and MRS5",,
J1805,,,,,,,,,,,,,,,,,,,,,,
J1806,"pol30-K127R,K164R",pol30-RR::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 pol30-RR::NatMX,"S000000292-K127R,K164R",S000000292,-80C #2,,,,,,,,,,SGA-Query-NAT & Project-Cisplatin,,,
J1807,,,,,,,,,,,,,,,,,,,,,,
J1808,,,,,,,,,,,,,,,,,,,,,,
J1809,FLAG-RAD5,,,,,,,,-80C #2,8,4,3,1,7,3,Ivana Sunjevaric,,,,,,
J1810,mus81,mus81::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 mus81::KanMX,S000002794-KanMX,S000002794,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1811,mus81,mus81::NatMX in SGA Query Background,J1811,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 mus81::NatMX,S000002794-NatMX,S000002794,-80C #2,8,4,4,2,6,5,Ivana Sunjevaric,2017-01-17,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1812,rad6,rad6::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rad6::KanMX,S000003026-KanMX,S000003026,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1813,rad6,rad6::NatMX in SGA Query Background,J1812,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rad6::NatMX,S000003026-NatMX,S000003026,-80C #2,8,4,4,2,6,7,Ivana Sunjevaric,2017-01-17,,SGA-Query-NAT & Project-Cisplatin,Seems to have difficulty going through SGA (Fail after sporulation),Not yet validated with gene internal. Need to get Distal primers from Ivana.,TRUE
J1814,tdp1,tdp1::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 tdp1::KanMX,S000000427-KanMX,S000000427,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1815,tdp1,tdp1::NatMX in SGA Query Background,J1814,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 tdp1::NatMX,S000000427-NatMX,S000000427,-80C #2,8,4,4,2,7,1,Ivana Sunjevaric,2017-01-17,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal. Need to get Distal primers from Ivana.,TRUE
J1816,rtt109,rtt109::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rtt109::KanMX,S000003925-KanMX,S000003925,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1817,xrs2,xrs2::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 xrs2::KanMX,S000002777-KanMX,S000002777,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1818,tof1,tof1::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 tof1::KanMX,S000005217-KanMX,S000005217,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1819,,,,,,,,,,,,,,,,,,,,,,
J1820,,,,,,,,,,,,,,,,,,,,,,
J1821,,,,,,,,,,,,,,,,,,,,,,
J1822,,,,,,,,,,,,,,,,,,,,,,
J1823,rph1,rph1::NatMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rph1::NatMX,S000000971-NatMX,S000000971,-80C #2,6,4,1,3,1,1,Matthieu Haudiquet,2017-08-31,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1824,rad23,rad23::NatMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rad23::NatMX,S000000763-NatMX,S000000763,-80C #2,6,4,1,3,1,3,Matthieu Haudiquet,2017-08-31,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1825,rad28,rad28::NatMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rad28::NatMX,S000002437-NatMX,S000002437,-80C #2,6,4,1,3,1,6,Matthieu Haudiquet,2017-08-31,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1826,mre11,mre11::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 mre11::KanMX,S000004837-KanMX,S000004837,-80C #2,8,3,3,2,1,1,,2017-08-25,,SGA-Query-KAN,,,TRUE
J1827,aft1,aft1::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 aft1::KanMX,S000003039-KanMX,S000003039,-80C #2,8,3,3,2,1,2,,2017-08-25,,SGA-Query-KAN,,,TRUE
J1828,rad9,rad9::KanMx in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rad9::KanMX,S000002625-KanMX,S000002625,-80C #2,8,3,3,2,1,3,,2017-08-25,,SGA-Query-KAN,,,TRUE
J1829,rad50,rad50::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rad50::KanMX,S000005194-KanMX,S000005194,-80C #2,8,3,3,2,1,4,,2017-08-25,,SGA-Query-KAN,,,TRUE
J1830,apn1,apn1::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 apn1::KanMX,S000001597-KanMX,S000001597,-80C #2,8,3,3,2,1,5,,2017-08-25,,SGA-Query-KAN,,,TRUE
J1831,rad51,rad51::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rad51::KanMX,S000000897-KanMX,S000000897,-80C #2,8,3,3,2,1,6,,2017-08-25,,SGA-Query-KAN,,,TRUE
J1832,cka2,cka2::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 cka2::KanMX,S000005587-KanMX,S000005587,-80C #2,8,3,3,2,1,7,,2017-08-25,,SGA-Query-KAN,,,TRUE
J1833,rad16,rad16::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rad16::KanMX,S000000318-KanMX,S000000318,-80C #2,8,3,3,2,1,8,,2017-08-25,,SGA-Query-KAN,,,TRUE
J1834,cac2,cac2::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 cac2::KanMX,S000004570-KanMX,S000004570,-80C #2,8,3,3,2,2,1,,2017-08-25,,SGA-Query-KAN,,,TRUE
J1835,bim1,bim1::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 bim1::KanMX,S000000818-KanMX,S000000818,-80C #2,8,3,3,2,2,2,,2017-08-25,,SGA-Query-KAN,,,TRUE
J1836,bfa1,bfa1::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 bfa1::KanMX,S000003814-KanMX,S000003814,-80C #2,8,3,3,2,2,3,,2017-08-25,,SGA-Query-KAN,,,TRUE
J1837,xrs2,xrs2::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 xrs2::KanMX,S000002777-KanMX,S000002777,-80C #2,8,3,3,2,2,4,,2017-08-25,,SGA-Query-KAN,,,TRUE
J1838,nup60,nup60::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 nup60::KanMX,S000000063-KanMX,S000000063,-80C #2,8,3,3,2,2,5,,2017-08-25,,SGA-Query-KAN,,,TRUE
J1839,cik1,cik1::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 cik1::KanMX,S000004811-KanMX,S000004811,-80C #2,8,3,3,2,2,6,,2017-08-25,,SGA-Query-KAN,,,TRUE
J1840,msh3,msh3::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 msh3::KanMX,S000000688-KanMX,S000000688,-80C #2,8,3,3,2,2,7,,2017-08-25,,SGA-Query-KAN,,,TRUE
J1841,rad28,rad28::NatMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rad28::NatMX,S000002437-NatMX,S000002437,-80C #2,8,3,3,2,2,8,,2017-08-25,,SGA-Query-NAT & Project-Cisplatin,,,TRUE
J1842,pph3,pph3::NatMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 pph3::NatMX,S000002482-NatMX,S000002482,-80C #2,8,3,3,2,3,1,,2017-08-25,,SGA-Query-NAT & Project-Cisplatin,,,TRUE
J1843,mlh2,mlh2::NatMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 mlh2::NatMX,S000004025-NatMX,S000004025,-80C #2,8,3,3,2,3,2,,2017-08-25,,SGA-Query-NAT & Project-Cisplatin,,,TRUE
J1844,rmi1,rmi1::NatMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rmi1::NatMX,S000005945-NatMX,S000005945,-80C #2,8,3,3,2,3,3,Eric Bryant,2017-08-25,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1845,hpc2,hpc2::NatMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 hpc2::NatMX,S000000419-NatMX,S000000419,-80C #2,6,4,1,3,1,2,Matthieu Haudiquet,2017-08-31,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1846,erg2,erg2::NatMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 erg2::NatMX,S000004815-NatMX,S000004815,-80C #2,6,4,1,3,1,4,Matthieu Haudiquet,2017-08-31,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1847,mre11,mre11::NatMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 mre11::NatMX,S000004837-NatMX,S000004837,-80C #2,6,4,1,3,1,5,Matthieu Haudiquet,2017-08-31,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1848,"rad5-DE681,682AA","rad5-DE681,682AA pop-in pop-out",W9100-17D,W303,a,"leu2-3,112 his3-11,15 ura3-1 lys2∆ rad5-DE681,682AA","S000004022-DE681,682AA",S000004022,-80C #2,8,3,3,2,3,4,Eric Bryant,2017-09-26,,Project-RAD5-OE,Constructed by Pop-in Pop-out with K.lactis URA3 and sequence verified,,TRUE
J1849,rad5-I916A,rad5-I916A pop-in pop-out,W9100-17D,W303,a,"leu2-3,112 his3-11,15 ura3-1 lys2∆ rad5-I916A",S000004022-I916A,S000004022,-80C #2,8,3,3,2,3,5,Eric Bryant,2017-09-26,,Project-RAD5-OE,Constructed by Pop-in Pop-out with K.lactis URA3 and sequence verified,,TRUE
J1850,"rad5-DEI681,682,916AAA","rad5-DEI681,682,916AAA pop-in pop-out",W9100-17D,W303,a,"leu2-3,112 his3-11,15 ura3-1 lys2∆ rad5-DEI681,682,916AAA","S000004022-DEI681,682,916AAA",S000004022,-80C #2,8,3,3,2,3,6,Eric Bryant,2017-09-26,,Project-RAD5-OE,Constructed by Pop-in Pop-out with K.lactis URA3 and sequence verified,,TRUE
J1851,rad5-RGRKK217_221EGEEE,rad5-RGRKK217_221EGEEE pop-in pop-out,W9100-17D,W303,a,"leu2-3,112 his3-11,15 ura3-1 lys2∆ rad5-RGRKK217_221EGEEE",S000004022-RGRKK217_221EGEEE,S000004022,-80C #2,8,3,3,2,3,7,Eric Bryant,2017-09-26,,Project-RAD5-OE,Constructed by Pop-in Pop-out with K.lactis URA3 and sequence verified,,TRUE
J1852,rad5-R187E,rad5-R187E pop-in pop-out,W9100-17D,W303,a,"leu2-3,112 his3-11,15 ura3-1 lys2∆ rad5-R187E",S000004022-R187E,S000004022,-80C #2,8,3,3,2,4,8,Eric Bryant,2017-10-11,,Project-RAD5-OE,Constructed by Pop-in Pop-out with K.lactis URA3 and sequence verified,,TRUE
J1853,rad5-R229E,rad5-R229E pop-in pop-out,W9100-17D,W303,a,"leu2-3,112 his3-11,15 ura3-1 lys2∆ rad5-R229E",S000004022-R229E,S000004022,-80C #2,8,3,3,2,4,1,Eric Bryant,2017-09-26,,Project-RAD5-OE,Constructed by Pop-in Pop-out with K.lactis URA3 and sequence verified,,TRUE
J1854,rad5-R241E,rad5-R241E pop-in pop-out,W9100-17D,W303,a,"leu2-3,112 his3-11,15 ura3-1 lys2∆ rad5-R241E",S000004022-R241E,S000004022,-80C #2,8,3,3,2,4,2,Eric Bryant,2017-09-26,,Project-RAD5-OE,Constructed by Pop-in Pop-out with K.lactis URA3 and sequence verified,,TRUE
J1855,cln1,cln1::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 cln1::KanMX,S000004812-KanMX,S000004812,-80C #2,8,3,3,2,4,3,Eden David,,,SGA-Query-KAN,,,FALSE
J1856,def1,def1::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 def1::KanMX,S000001537-KanMX,S000001537,-80C #2,8,3,3,2,4,4,Eden David,,,SGA-Query-KAN,,,FALSE
J1857,get1,get1::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 get1::KanMX,S000002988-KanMX,S000002988,-80C #2,8,3,3,2,4,5,Eden David,,,SGA-Query-KAN,,,FALSE
J1858,hcs1,hcs1::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 cln1::KanMX,S000001500-KanMX,S000001500,-80C #2,8,3,3,2,4,6,Eden David,,,SGA-Query-KAN,,,FALSE
J1859,dun1,dun1::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 dun1::KanMX,S000002259-KanMX,S000002259,-80C #2,8,3,3,2,4,7,Eden David,,,SGA-Query-KAN,,,FALSE
